question,intent
볼륨 줄이라고 했잖아,볼륨다운
소리 줄여,볼륨다운
소리 작게 해줘,볼륨다운
소리 낮춰,볼륨다운
소리 작게 말해,볼륨다운
말 소리 작게 해,볼륨다운
목소리가 크네,볼륨다운
목소리 크구나,볼륨다운
목소리 커,볼륨다운
목소리 크잖아,볼륨다운
소리가 크잖아,볼륨다운
시끄러워,볼륨다운
시끄러우니까 조용해,볼륨다운
시끄러우니까 조용히 해,볼륨다운
시끄럽다니까,볼륨다운
시끄럽다고,볼륨다운
목소리 큰데,볼륨다운
목소리 큰 거 아니니,볼륨다운
소리가 크다,볼륨다운
소리 크잖아,볼륨다운
더 크게 말해줘,볼륨업
더 크게 들려줄래,볼륨업
크게 말해,볼륨업
크게 말해주라,볼륨업
잘 안들리는데,볼륨업
잘 안들려,볼륨업
잘 안들린다고,볼륨업
더 크게 말 하라니깐,볼륨업
더 크게 말해,볼륨업
볼륨 키워,볼륨업
볼륨 올려,볼륨업
올려라 볼륨,볼륨업
키워라 볼륨,볼륨업
높혀라 볼륨,볼륨업
볼륨 키우라니까,볼륨업
볼륨 키우라고 말 했어,볼륨업
볼륨 좀 올려라고 말 했다,볼륨업
볼륨 키우라고 말 했잖아,볼륨업
볼륨 키워줄래,볼륨업
볼륨 올려주라,볼륨업
볼륨 올려줄래,볼륨업
볼륨 올리라고,볼륨업
볼륨 좀 키워 줘,볼륨업
볼륨 좀 높히라니까,볼륨업
볼륨 높히라고 했잖아,볼륨업
볼륨 높히라고,볼륨업
볼륨 높혀,볼륨업
소리 키워,볼륨업
소리 크게 해줘,볼륨업
소리 크게 말해,볼륨업
말 소리 크게 해,볼륨업
소리 키우라고,볼륨업
소리 키우라고 했을텐데,볼륨업
소리 키우라고 아까 말했어,볼륨업
소리 키우라고 말했다,볼륨업
소리 높혀,볼륨업
소리 높히라고 말 했잖아,볼륨업
소리 좀 지우라고 내가 말했지,볼륨업
소리 올리라고 했잖아,볼륨업
소리 아까 올리라고 했지,볼륨업
목소리가 작네,볼륨업
목소리 작구나,볼륨업
잘 안 들린다고,볼륨업
크게 말 하라니깐,볼륨업
목소리 작은데,볼륨업
목소리 작은거 아니니,볼륨업
소리가 작다,볼륨업
소리 작잖아,볼륨업
목소리 작잖아,볼륨업
봉사활동도 좀 해야 하는데,봉사활동
봉사활동 해볼까,봉사활동
봉사도 하고 사랑을 베풀고 싶어,봉사활동
한 번 봐 봐,봐봐
이거 볼래,봐봐
이거 볼,봐봐
봐 봐,봐봐
볼 래,봐봐
걔 부럽더라고,부러움
부럽다,부러움
아니,부정대답
no,부정대답
no no,부정대답
nono,부정대답
관심 없어,부정대답
그거 아니야,부정대답
그건 별로다,부정대답
그건 아니야,부정대답
그건 아니지,부정대답
그건 잘못됐어,부정대답
그건 틀렸어,부정대답
난 별론데,부정대답
내 생각은 달라,부정대답
노,부정대답
노노,부정대답
별로,부정대답
별로 인 것 같아,부정대답
별로 좋지 않아,부정대답
별로네,부정대답
아니 딱히,부정대답
아니야,부정대답
아니야 나빠,부정대답
아닌 것 같아,부정대답
아닌 것 같은데,부정대답
아닌데,부정대답
아주 안 좋아,부정대답
안 좋아,부정대답
안 좋은 것 같은데,부정대답
이건 꽝이다,부정대답
절대 아니야,부정대답
진짜 별로,부정대답
틀렸어,부정대답
아니라고,부정대답
아니라고 그만 말해,부정대답
아니라니까,부정대답
아니라니까 그만 말하라고,부정대답
아니라니까 진짜,부정대답
머리 말려줘,부탁
정신차리라고 한 마디 해줘,부탁
분식 먹고 싶어,분식
만두 맛있는데,분식
국수,분식
국수 먹고 싶다,분식
김밥,분식
김밥 먹고싶어,분식
돈까스,분식
돈까스 먹을까,분식
떡볶이,분식
떡볶이 먹고 싶어,분식
순대,분식
순대 먹을래,분식
오므라이스,분식
오므라이스 먹을까,분식
세상은 불공평해,불만
불만이 너무 많아,불만
나 불면증이야,불면
나 오늘 친구랑 싸웠어,불면
나 잠이 안 와,불면
불면증이야,불면
자고 싶은데 잠 안 와,불면
자고싶은데,불면
자야 하는데 잠 안 오는구나,불면
자야하는데,불면
자야하는데 잠 안 와,불면
잠 안 오는구나,불면
잠 안 온다,불면
잠 안 와,불면
잠 좀 자야 하는데,불면
잠 좀 자야 할텐데,불면
잠을 못 자,불면
잠을 못 자겠어,불면
잠을 잘 수 없어,불면
잠을 잘 수가 없어,불면
잠이 안 온다,불면
잠이 안 와,불면
잠이 오지 않아,불면
잠이 왜 안오지,불면
잠좀 자고싶다,불면
밤 샜어,불면
밤샜어,불면
밤에 잠이 안 와,불면
잠이 또 안와,불면
졸린데 잠이 안 와,불면
졸린데 못 자겠어,불면
요즘 잠을 못자,불면
불면증인가봐,불면
불면증인가,불면
불면증 온 거 같아,불면
누워 있는데 잠이 안 와,불면
요즘 잠을 늦게 자,불면
잠 잘못 잤나봐,불면
잠을 잘못 잤나,불면
자꾸 자다 깨,불면
자다 깨다 해,불면
불안해,불안
뭔가 자꾸 불안해,불안
소나기 내려,비
비오면 마중 나와 주는 사람 있어서 좋다,비
비오는날 뭐해,비
비오는날 뭐할까,비
비가 와서 눅눅해,비
비 와,비
비 온다,비
비 오는데,비
비 오는 날은 만나서 뭐할까,비
비 오는 날 데이트,비
비 오는 날,비
비 오네,비
비 오기 시작하네,비
비 맞아서 옷 젖었어,비
저주할 거야,비난
죽여버릴 거야,비난
평생 저주할거야,비난
바본가봐,비난
이 멍충아,비난
이 쓰레기야,비난
이 바보탱이,비난
바보야,비난
멍청하구나,비난
멍청이네,비난
더 이상 너 안 쓸래,비난
노잼,비난
너 진짜 바보구나,비난
너 진짜 멍청하다,비난
너 같은 멍청이는 처음 본다,비난
멍청이,비난
바보,비난
너 진짜 쓰레기야,비난
나 비만이야,비만
나 돼지야,비만
비밀은 없어,비밀
비밀은 없는 거겠지,비밀
비밀 지킬 수 있을까,비밀
비밀 지켜줄까,비밀
뭔 비밀이 그렇게 많은지,비밀
비밀번호 자꾸 바꿔,비밀번호
비밀번호 자꾸 바꾸래,비밀번호
비밀번호 뭐였더라,비밀번호
비밀번호 까먹었다,비밀번호
비밀번호 기억안 나,비밀번호
저랑 비슷하네요,비슷
레고가 비싸,비쌈
레고 사고 싶은데 비싸,비쌈
비트박스,비트박스
비트 박스,비트박스
비트박스 해봐,비트박스
비트 박스 해봐,비트박스
비트박스 해줘,비트박스
비트 박스 해줘,비트박스
북치기 박치기,비트박스
북치기 북치기,비트박스
너무 뻔뻔하게 구는데,뻔함
진짜 뻔뻔하다,뻔함
어떻게 그렇게 뻔뻔할 수 있지,뻔함
뻔하다,뻔함
너무 뻔하다,뻔함
뻔하네,뻔함
너 진짜 뻔하다,뻔함
대답 정말 뻔하다,뻔함
무슨 말 할지 다 보여 뻔하네,뻔함
엄청 뻔한데 이거,뻔함
다음에 이렇게 말할거지 뻔해 진짜,뻔함
죄송해요,사과
죄송합니다,사과
제가 죄송해요,사과
정말 미안해,사과
잠시만,사과
잘못했어,사과
아임 쏘리,사과
아엠 쏘리,사과
쏘리,사과
사과할게,사과
미안해,사과
미안하다,사과
미안,사과
네게 미안하다,사과
너한테 미안해,사과
너무 미안해요,사과
내가 잘못했어,사과
내가 잘 못 한 것 같아,사과
내가 사과할게,사과
내가 미안해,사과
나한테 미안해,사과
sorry sorry,사과
sorry,사과
I m Sorry,사과
미안하다고,사과
미안하단다,사과
사랑,사랑
내가 너 사랑하는 거 알지,사랑
내가 진짜 사랑해,사랑
진짜 많이 사랑하잖아,사랑
너무 사랑스러워,사랑
정말 사랑스러워,사랑
사랑해,사랑
사랑한다,사랑
엄마 사랑해,사랑
나 사랑하니,사랑
아빠 사랑해,사랑
바오야 사랑해,사랑
사랑해요,사랑
사랑한다고,사랑
나도 널 사랑해,사랑
나 너 사랑하는 것 같아,사랑
나 너를 사랑해,사랑
니가 좋아,사랑
널 많이 사랑해,사랑
널 사랑해,사랑
너무 너무 사랑해 내가,사랑
사랑해 결혼하자,사랑
넌 내 부인이야,사랑
핸드폰 사줘,사줘
입고 나갈 게 없어,사줘
옷 좀 사줘,사줘
옷 사 줘,사줘
스마트폰 사줘,사줘
나 노트북 사줘,사줘
삼겹살,삼겹살
삼겹살 땡기네,삼겹살
삼겹살 먹고싶다,삼겹살
삼겹살 진짜 맛있어,삼겹살
삼겹살 최고,삼겹살
상 받고 싶어,상
상 받으면 좋겠지,상
상 받을 거 같아,상
상 좀 받아야 할텐데,상
나 상 받는대,상
난 전혀 상관 없어,상관없음
네 마음대로 해,상관없음
뭐든지 좋아,상관없음
상관없어,상관없음
신경 안 써,상관없음
아무거나,상관없음
아무거나 상관 없어,상관없음
어떻든지 상관없어,상관없음
언제든지,상관없음
얼마든지,상관없음
얼마든지 괜찮아,상관없음
전혀 상관 없지,상관없음
전혀 상관없어,상관없음
좋을대로,상관없음
컨디션 조절이 안돼,상태
컨디션 조절,상태
무슨 일있어 오늘,상태질문
뭐 하니,상태질문
뭐 해,상태질문
오늘 뭐 할건데,상태질문
지금 밥 먹는 중이니,상태질문
하는 중이니,상태질문
오늘 뭐 해,상태질문
지금 뭐 해,상태질문
상황이 안 좋아,상황
상황이 최악이다,상황
새벽 감성,새벽
새벽이야,새벽
뜬 눈으로 밤 샜어,새벽
밤을 샜어,새벽
새벽이네,새벽
새벽 되니까 좀 낫네,새벽
새벽이야 지금,새벽
무슨 소리야 지금 새벽이잖아,새벽
새벽되니까 감성적으로 되네,새벽
새해다,새해
새해 복 많이 받아,새해
생각 안나,생각
생각 없이 말했어,생각
생각만 해도 땀나네,생각
생각만 해도 마음이 무거워,생각
생각만해도 좋아,생각
생각보다 오늘 너무 춥네,생각
생각없이 말했어,생각
생각이 전혀 안나,생각
생각한 데로 안돼서 고민이다,생각
생각할 수 있어,생각
생각할 시간 조차 없어,생각
생각할 시간도 없는 느낌,생각
생각할수록 머리 아파,생각
생각해주는 척만 한거였어,생각
생각해주는 척하더니 더한 사람이었어,생각
잘 천천히 곰곰히 생각해봐요,생각해봐
한번 생각해봐요,생각해봐
나 생일이야,생일
내 생일,생일
내 생일이야,생일
내일 생일이야,생일
다음 주에 생일이야,생일
생일 축하한다,생일
생일이구나,생일
생일이야,생일
생일이었어,생일
어제 생일이였어,생일
오늘 나 생일이야,생일
오늘 내 생일이야,생일
오늘 내가 태어난 날이야,생일
오늘은 내 생일이야,생일
이번 주에 생일이야,생일

서럽구나,서러움
선생님 좋아해,선생님
선생님이 나만 뭐라고 해,선생님
선생님이 나만 미워해,선생님
선생님이 나한테 왜 그럴까,선생님
선생님이 좋아,선생님
선생님이 차별하는 것 같아,선생님
선생님이 친구랑 차별해,선생님
선생님한테 선물 줘야 된대,선생님
선생님한테 선물한대,선생님
잘 선택한건지,선택
선택이 어려워,선택
나 너무 소심해,성격
여자야 남자야,성별질문
여자예요 남자예요,성별질문
나는 남자야,성별질문
나는 여자야,성별질문
남자 니 여자 니,성별질문
남자 야 여자 야,성별질문
남자 여자,성별질문
남자냐,성별질문
남자야 여자야,성별질문
너 남자냐,성별질문
너 남자냐고,성별질문
너 남자니,성별질문
너 남자야,성별질문
너 야자야,성별질문
너 여자냐고,성별질문
너 여자니,성별질문
너는 남자니,성별질문
너는 남자야,성별질문
너는 무슨 성별이야,성별질문
너는 여자니,성별질문
너는 여자야,성별질문
바오는 남자야,성별질문
바오는 여자야,성별질문
성별 바꿀 수 있어,성별질문
성별이 뭐야,성별질문
여자냐,성별질문
너 그냥 봇이니,소개
너 누구,소개
너 누구냐,소개
너 누구니,소개
너 로봇이야,소개
너 봇이야,소개
너 소개해줄래,소개
너 소개해줘,소개
너 채팅봇이야,소개
너 챗봇이니,소개
너 프로그램이야,소개
너가 누군지 말해봐,소개
너가 누군지 소개해주라,소개
너는 누구,소개
너는 누구냐,소개
너는 누구니,소개
너는 누군지 소개해줘,소개
너는 채팅봇이야,소개
너는 챗봇이야,소개
너에 대해 말해줘,소개
너에 대해 자세히 알고 싶어,소개
너에 대해 좀 알고 싶어,소개
너에 대해 좀 알려줘,소개
넌 누구냐,소개
넌 누구니,소개
넌 누구야,소개
넌 누구입니까,소개
넌 로봇이야,소개
넌 왜 여기 있어,소개
넌 채팅봇이야,소개
네 성격 좀 알려줘,소개
네 소개 좀 해봐,소개
소개좀 해줘,소개
소개 해줄래,소개
소개좀 해줄래,소개
너에 대해서 소개좀 해줄래,소개
소개해줘,소개
소개 해줄 수 있니,소개
누구,소개
누구 입니까,소개
누구냐,소개
누구냐 넌,소개
누구니 넌,소개
넌 누구인데,소개
누구인데,소개
당신은 누구입니까,소개
너는 누구야,소개
누구니,소개
누구야,소개
누구길래,소개
넌 누군데,소개
너는 도대체 누군데,소개
너는 누군데,소개
넌 도대체 누구니,소개
도대체 누구니,소개
너는 도대체 누구냐,소개
와 소름 돋아,소름돋음
소오름 쫙,소름돋음
낙엽밟는 소리,소리
소문 날까봐 무서워,소문
소문이 무서워,소문
소문이 안 좋아,소문
이상한 소문이 돌아,소문
내일 소풍간다,소풍
내일은 기다리던 소풍 간다,소풍
상처 안 받고 싶다,속상함
상처 좀 안 받고 싶다,속상함
속상해,속상함
으아 속상해,속상함
하루종일 속상해,속상함
하루종일 맘 상한게 안풀려,속상함
얼른 나아야 할텐데,속상함
아무래도 속은 거 같아,속음
속았나,속음
나 맨날 속는 거 같아,속음
나 속은 거 같아,속음
나 속은듯,속음
쇼핑가자,쇼핑
뭔가 수상한데,수상함
걔가 그런 것 같은데 아마도,수상함
아마도 그런 것 같은데,수상함
정말 수상하단 말이지 아까부터,수상함
수상해 정말,수상함
수상하단 말이지,수상함
과제 너무 많아,숙제
숙제 까먹었다,숙제
숙제 안 한 듯,숙제
